experiment,device,model,run,routed_model,path_executed,single_time_s,single_tokens,single_toks,single_ttft_ms,agent_chain_s,step1_s,step2_s,step3_s,overhead_ratio,chain_completed,answer_correct,final_output,single_ram_mb,agent_ram_mb
E3,device2,phi3:mini,4,mistral:7b,Multi-Agent,9.8792,24,2.43,6140.23,32.6899,8.7502,10.71,13.2289,3.309,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3430.6,3431.0
E3,device2,phi3:mini,5,mistral:7b,Multi-Agent,10.0171,24,2.4,6277.43,32.6171,8.7562,10.385,13.4754,3.2561,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3433.8,3438.9
E3,device2,phi3:mini,6,mistral:7b,Multi-Agent,9.8511,24,2.44,6150.13,32.7013,9.9895,9.4874,13.2241,3.3196,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3438.6,3440.0
E3,device2,phi3:mini,7,mistral:7b,Multi-Agent,9.6769,24,2.48,6101.79,31.9523,9.1813,9.3972,13.3734,3.3019,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3438.4,3438.4
E3,device2,phi3:mini,8,mistral:7b,Multi-Agent,10.0168,24,2.4,6340.87,25.7475,9.163,7.4841,9.0949,2.5704,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3443.5,3443.9
E3,device2,phi3:mini,9,mistral:7b,Multi-Agent,7.2808,24,3.3,4408.72,23.9002,7.1295,6.9586,9.8113,3.2826,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3439.9,3456.4
E3,device2,phi3:mini,10,mistral:7b,Multi-Agent,7.1225,24,3.37,4402.07,22.9372,6.7187,6.7404,9.4773,3.2204,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3436.2,3437.7
E3,device2,phi3:mini,11,mistral:7b,Multi-Agent,7.3641,24,3.26,4517.16,23.6528,6.9169,7.3246,9.411,3.2119,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3440.6,3442.5
E3,device2,phi3:mini,12,mistral:7b,Multi-Agent,7.3359,24,3.27,4514.76,25.0707,7.2297,7.5443,10.2965,3.4175,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3439.8,3441.6
E3,device2,phi3:mini,13,mistral:7b,Multi-Agent,8.9401,24,2.68,5673.57,25.0096,7.5893,7.3446,10.0755,2.7975,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3439.4,3438.5
E3,device2,phi3:mini,14,mistral:7b,Multi-Agent,8.6154,24,2.79,5431.03,26.7947,7.5717,8.2044,11.0173,3.1101,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3443.4,3447.1
E3,device2,phi3:mini,15,mistral:7b,Multi-Agent,9.7403,24,2.46,6416.09,27.0306,7.7163,8.1214,11.1926,2.7751,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3445.2,3445.1
E3,device2,phi3:mini,16,mistral:7b,Multi-Agent,8.616,24,2.79,5278.1,28.2088,8.0433,8.5189,11.6462,3.274,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3436.4,3442.9
E3,device2,phi3:mini,17,mistral:7b,Multi-Agent,9.2748,24,2.59,5708.31,30.0541,8.5511,9.0222,12.4789,3.2404,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3442.9,3446.9
E3,device2,phi3:mini,18,mistral:7b,Multi-Agent,9.6351,24,2.49,6023.78,30.2943,8.843,9.1167,12.3343,3.1442,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3437.5,3438.8
E3,device2,phi3:mini,19,mistral:7b,Multi-Agent,9.5488,24,2.51,5843.97,32.3635,9.3388,9.2879,13.7344,3.3893,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3444.7,3445.2
E3,device2,phi3:mini,20,mistral:7b,Multi-Agent,10.0875,24,2.38,6281.43,33.8971,10.1167,9.8595,13.9206,3.3603,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3441.0,3446.5
E3,device2,phi3:mini,21,mistral:7b,Multi-Agent,11.3496,24,2.11,7632.95,30.4494,8.972,9.3227,12.1545,2.6829,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3440.1,3440.2
E3,device2,phi3:mini,22,mistral:7b,Multi-Agent,9.5705,24,2.51,5946.61,30.1331,8.7975,9.1384,12.1969,3.1485,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3443.2,3447.2
E3,device2,phi3:mini,23,mistral:7b,Multi-Agent,9.4005,24,2.55,5809.19,30.3771,9.0206,9.0301,12.3262,3.2314,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3444.6,3444.5
E3,device2,phi3:mini,24,mistral:7b,Multi-Agent,9.5145,24,2.52,5855.66,29.8658,8.7166,9.0358,12.113,3.139,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3441.2,3440.1
E3,device2,phi3:mini,25,mistral:7b,Multi-Agent,6.8625,24,3.5,4166.08,22.1101,6.3553,6.7029,9.0516,3.2219,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3437.1,3444.1
E3,device2,phi3:mini,26,mistral:7b,Multi-Agent,7.1697,24,3.35,4381.56,22.8402,6.5777,6.979,9.2833,3.1857,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3441.8,3444.6
E3,device2,phi3:mini,27,mistral:7b,Multi-Agent,7.2356,24,3.32,4505.7,23.0941,6.595,7.0247,9.4742,3.1917,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3445.1,3445.2
E3,device2,phi3:mini,28,mistral:7b,Multi-Agent,7.346,24,3.27,4502.78,23.5716,7.0134,6.9912,9.5669,3.2088,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3438.4,3441.8
E3,device2,phi3:mini,29,mistral:7b,Multi-Agent,7.8281,24,3.07,4841.85,24.4357,7.0724,7.2986,10.0646,3.1215,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3441.8,3441.0
E3,device2,phi3:mini,30,mistral:7b,Multi-Agent,7.7629,24,3.09,4735.89,25.0333,7.2009,7.4093,10.4226,3.2247,True,False,"Subtotal (excluding GST): $8,750   Goods and Services Tax (GST) @ 10%: $1,562.50    Total Amount Due",3440.2,3443.2
E3,device2,qwen2.5:3b,1,mistral:7b,Multi-Agent,10.4528,27,2.58,7664.85,16.7906,5.4674,5.4388,5.8842,1.6063,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2665.2,2651.8
E3,device2,qwen2.5:3b,2,mistral:7b,Multi-Agent,6.8096,27,3.97,3843.27,20.7863,7.898,6.7538,6.1342,3.0525,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2651.9,2663.1
E3,device2,qwen2.5:3b,3,mistral:7b,Multi-Agent,7.1981,27,3.75,4160.49,18.2748,6.2689,5.7254,6.2801,2.5388,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2666.7,2666.6
E3,device2,qwen2.5:3b,4,mistral:7b,Multi-Agent,7.1551,27,3.77,4149.2,18.1592,6.0331,5.8427,6.2816,2.5379,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2668.4,2675.7
E3,device2,qwen2.5:3b,5,mistral:7b,Multi-Agent,7.1767,27,3.76,4053.84,18.5912,6.3104,6.0527,6.2278,2.5905,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2676.9,2682.2
E3,device2,qwen2.5:3b,6,mistral:7b,Multi-Agent,7.8239,27,3.45,4261.82,18.7369,6.3114,5.8792,6.5398,2.3948,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2680.4,2684.2
E3,device2,qwen2.5:3b,7,mistral:7b,Multi-Agent,7.1115,27,3.8,3979.54,18.3555,6.1221,5.8675,6.3654,2.5811,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2680.2,2687.6
E3,device2,qwen2.5:3b,8,mistral:7b,Multi-Agent,7.1801,27,3.76,4077.37,19.156,6.1078,6.1323,6.9156,2.6679,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2686.8,2685.8
E3,device2,qwen2.5:3b,9,mistral:7b,Multi-Agent,7.1038,27,3.8,4053.97,18.4631,6.3297,5.8638,6.2693,2.599,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2684.0,2685.4
E3,device2,qwen2.5:3b,10,mistral:7b,Multi-Agent,7.3966,27,3.65,4234.94,18.2563,5.9392,5.7353,6.5812,2.4682,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2685.3,2687.9
E3,device2,qwen2.5:3b,11,mistral:7b,Multi-Agent,8.9866,27,3.0,5335.89,19.8761,5.9929,6.6262,7.2568,2.2118,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2687.5,2694.5
E3,device2,qwen2.5:3b,12,mistral:7b,Multi-Agent,8.3092,27,3.25,4920.2,18.5555,6.5158,5.7804,6.2585,2.2331,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2694.5,2695.2
E3,device2,qwen2.5:3b,13,mistral:7b,Multi-Agent,7.7601,27,3.48,4463.34,19.4711,6.789,6.0113,6.6705,2.5091,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2694.2,2698.7
E3,device2,qwen2.5:3b,14,mistral:7b,Multi-Agent,7.5047,27,3.6,4566.15,17.3277,5.7141,5.6732,5.9402,2.3089,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2695.0,2693.4
E3,device2,qwen2.5:3b,15,mistral:7b,Multi-Agent,7.2704,27,3.71,3904.45,18.6209,6.8071,5.6251,6.1884,2.5612,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2697.4,2701.6
E3,device2,qwen2.5:3b,16,mistral:7b,Multi-Agent,7.5164,27,3.59,4251.03,17.9089,6.1646,5.6457,6.0984,2.3826,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2704.5,2705.2
E3,device2,qwen2.5:3b,17,mistral:7b,Multi-Agent,6.7308,27,4.01,3942.17,17.1949,5.7138,5.54,5.9408,2.5547,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2696.8,2704.4
E3,device2,qwen2.5:3b,18,mistral:7b,Multi-Agent,6.8772,27,3.93,4030.45,17.126,5.6794,5.472,5.9744,2.4903,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2705.4,2705.2
E3,device2,qwen2.5:3b,19,mistral:7b,Multi-Agent,6.7047,27,4.03,3887.44,16.6036,5.5447,5.2861,5.7663,2.4764,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2702.4,2702.3
E3,device2,qwen2.5:3b,20,mistral:7b,Multi-Agent,6.8246,27,3.96,3928.12,17.3867,5.8054,5.6072,5.9668,2.5476,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2705.4,2707.7
E3,device2,qwen2.5:3b,21,mistral:7b,Multi-Agent,6.7492,27,4.0,3916.38,12.682,4.2871,4.0044,4.3903,1.879,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2703.6,2704.2
E3,device2,qwen2.5:3b,22,mistral:7b,Multi-Agent,5.069,27,5.33,2888.01,12.8084,4.1899,4.0733,4.5436,2.5268,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2708.1,2707.5
E3,device2,qwen2.5:3b,23,mistral:7b,Multi-Agent,5.1227,27,5.27,2938.04,13.1756,4.3267,4.2426,4.6062,2.572,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2711.6,2711.7
E3,device2,qwen2.5:3b,24,mistral:7b,Multi-Agent,5.1339,27,5.26,2944.8,13.5456,4.5602,4.3112,4.6627,2.6385,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2710.0,2710.9
E3,device2,qwen2.5:3b,25,mistral:7b,Multi-Agent,5.2776,27,5.12,3012.19,13.5516,4.5299,4.4205,4.6011,2.5678,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2711.9,2711.9
E3,device2,qwen2.5:3b,26,mistral:7b,Multi-Agent,5.2078,27,5.18,2990.31,13.596,4.5588,4.3342,4.7021,2.6107,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2706.3,2708.3
E3,device2,qwen2.5:3b,27,mistral:7b,Multi-Agent,5.2933,27,5.1,3036.82,13.5219,4.4177,4.2844,4.8195,2.5545,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2703.2,2706.5
E3,device2,qwen2.5:3b,28,mistral:7b,Multi-Agent,5.6901,27,4.75,3286.12,13.348,4.5136,4.2487,4.5855,2.3458,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2706.8,2708.4
E3,device2,qwen2.5:3b,29,mistral:7b,Multi-Agent,5.2785,27,5.12,3000.1,13.4773,4.5121,4.306,4.659,2.5532,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2710.1,2716.5
E3,device2,qwen2.5:3b,30,mistral:7b,Multi-Agent,5.4181,27,4.98,3024.96,13.5538,4.4854,4.2637,4.8046,2.5016,True,False,"Subtotal: 1750, GST: 129.5; Total: 1879.5",2712.4,2711.5
E3,device2,mistral:7b,1,mistral:7b,Multi-Agent,34.2715,24,0.7,29098.38,55.3591,17.9124,20.5674,16.8787,1.6153,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5326.6,4984.4
E3,device2,mistral:7b,2,mistral:7b,Multi-Agent,36.3887,24,0.66,16242.85,74.1233,26.2518,26.7531,21.1172,2.037,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",4990.9,4995.3
E3,device2,mistral:7b,3,mistral:7b,Multi-Agent,20.406,24,1.18,13516.95,60.8008,20.6335,22.0719,18.0952,2.9796,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",4988.6,4994.4
E3,device2,mistral:7b,4,mistral:7b,Multi-Agent,20.6024,24,1.16,13812.18,59.6598,20.3477,21.0902,18.2216,2.8958,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",4990.3,5012.1
E3,device2,mistral:7b,5,mistral:7b,Multi-Agent,16.9455,24,1.42,11252.61,57.8319,19.5778,19.892,18.3619,3.4128,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5002.4,4995.8
E3,device2,mistral:7b,6,mistral:7b,Multi-Agent,16.7475,24,1.43,10964.39,56.0628,18.3212,19.9955,17.7436,3.3475,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5000.7,5013.8
E3,device2,mistral:7b,7,mistral:7b,Multi-Agent,17.0523,24,1.41,11329.53,55.0179,18.2614,19.5404,17.2158,3.2264,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5014.2,5014.2
E3,device2,mistral:7b,8,mistral:7b,Multi-Agent,16.7624,24,1.43,11130.35,56.8746,19.635,19.6743,17.565,3.393,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5011.9,5011.9
E3,device2,mistral:7b,9,mistral:7b,Multi-Agent,16.7181,24,1.44,11050.11,43.9809,14.9901,14.359,14.6316,2.6307,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5012.3,5013.6
E3,device2,mistral:7b,10,mistral:7b,Multi-Agent,14.4157,24,1.66,9478.23,41.9781,13.5296,14.9457,13.5026,2.912,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5014.9,5014.9
E3,device2,mistral:7b,11,mistral:7b,Multi-Agent,12.8978,24,1.86,8405.35,42.7383,13.9446,15.1652,13.6283,3.3136,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5016.8,5014.2
E3,device2,mistral:7b,12,mistral:7b,Multi-Agent,13.3685,24,1.8,8631.63,45.1431,14.7079,16.0436,14.3913,3.3768,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5014.5,5015.9
E3,device2,mistral:7b,13,mistral:7b,Multi-Agent,14.1334,24,1.7,9246.26,49.2085,15.3844,17.4149,16.4089,3.4817,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5014.8,5015.2
E3,device2,mistral:7b,14,mistral:7b,Multi-Agent,15.5589,24,1.54,10275.99,54.5737,17.6384,19.336,17.5924,3.5076,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5017.0,5018.6
E3,device2,mistral:7b,15,mistral:7b,Multi-Agent,17.5745,24,1.37,11849.7,57.2264,18.7766,19.5349,18.9145,3.2562,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5005.9,5012.7
E3,device2,mistral:7b,16,mistral:7b,Multi-Agent,16.8825,24,1.42,11274.88,58.1231,19.864,20.8032,17.4555,3.4428,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5014.3,5016.8
E3,device2,mistral:7b,17,mistral:7b,Multi-Agent,17.5007,24,1.37,11247.49,54.896,18.3939,19.1123,17.3895,3.1368,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5007.5,5016.6
E3,device2,mistral:7b,18,mistral:7b,Multi-Agent,16.3862,24,1.46,11030.28,57.244,17.5528,21.4698,18.2211,3.4934,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5008.9,5015.2
E3,device2,mistral:7b,19,mistral:7b,Multi-Agent,14.0692,24,1.71,9701.2,40.3553,12.9371,14.2885,13.1295,2.8683,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5015.2,5012.6
E3,device2,mistral:7b,20,mistral:7b,Multi-Agent,12.7844,24,1.88,8307.78,41.4029,13.5304,14.6411,13.2247,3.2386,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5006.3,5015.1
E3,device2,mistral:7b,21,mistral:7b,Multi-Agent,12.8512,24,1.87,8460.45,42.3329,13.6771,15.192,13.4635,3.2941,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5008.1,5013.8
E3,device2,mistral:7b,22,mistral:7b,Multi-Agent,14.6133,24,1.64,9558.32,48.5978,15.5036,16.7102,16.3836,3.3256,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5012.9,5016.3
E3,device2,mistral:7b,23,mistral:7b,Multi-Agent,15.023,24,1.6,10148.88,49.7469,15.535,17.0867,17.1248,3.3114,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5012.6,5013.1
E3,device2,mistral:7b,24,mistral:7b,Multi-Agent,20.6575,24,1.16,14433.33,58.8285,17.5752,22.7956,18.4573,2.8478,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5013.4,5013.2
E3,device2,mistral:7b,25,mistral:7b,Multi-Agent,17.7214,24,1.35,11837.32,55.947,19.0807,19.425,17.4408,3.157,True,False,"""Subtotal: $1,750 | GST: $175 | Total: $1,925""",5014.0,5013.8
