experiment,device,model,sample_id,expected,predicted,correct,tokens_per_sec,ttft_ms
E2-accuracy,device3,tinyllama,36,spam,"response:
act now! government grant of",False,93.49,45.66
E2-accuracy,device3,tinyllama,37,spam,"response:
category: complaint

thank",False,94.01,45.74
E2-accuracy,device3,tinyllama,38,spam,"response:
catgoer: (smiling",False,94.12,44.84
E2-accuracy,device3,tinyllama,39,spam,"response:
categoory: complaint",False,92.93,46.4
E2-accuracy,device3,tinyllama,40,spam,"response:
categoary: investment",False,94.67,44.77
E2-accuracy,device3,tinyllama,41,urgent,"response:
catgo: urgent: server",True,94.42,43.44
E2-accuracy,device3,tinyllama,42,urgent,"response:
category: complaint

b",False,96.17,43.0
E2-accuracy,device3,tinyllama,43,urgent,"response:
category: complaint

thank",False,94.9,44.12
E2-accuracy,device3,tinyllama,44,urgent,"response:
categoory: complaint",False,94.57,45.08
E2-accuracy,device3,tinyllama,45,urgent,"response:
catgoer: ""sure",False,93.37,44.39
E2-accuracy,device3,tinyllama,46,urgent,"response:
legal notice received from regulatory",False,95.73,43.1
E2-accuracy,device3,tinyllama,47,urgent,"response:
categoary: inquiry",False,95.85,43.42
E2-accuracy,device3,tinyllama,48,urgent,"response:
category: urgent

b",True,95.27,43.59
E2-accuracy,device3,tinyllama,49,urgent,"response:
category: complaint

thank",False,96.24,43.03
E2-accuracy,device3,tinyllama,50,urgent,"response:
categoory: urgent",True,94.58,43.62
E2-accuracy,device3,tinyllama,51,inquiry,"response:
category: inquiry

thank",True,90.47,48.45
E2-accuracy,device3,tinyllama,52,inquiry,"response:
yes you can upgrade your current",False,94.08,43.7
E2-accuracy,device3,tinyllama,53,complaint,"response:
the email has been classified as",False,94.72,44.84
E2-accuracy,device3,tinyllama,54,complaint,"response:
the email has been classified as",False,96.23,42.7
E2-accuracy,device3,tinyllama,55,feedback,"response:
the email is classified as """,False,94.69,44.34
E2-accuracy,device3,tinyllama,56,feedback,"response:
thank you for your feedback! your",True,94.94,43.75
E2-accuracy,device3,tinyllama,57,spam,"response:
category: complaint

thank",False,91.64,47.05
E2-accuracy,device3,tinyllama,58,spam,response: congratulations! your email has been,False,93.33,45.0
E2-accuracy,device3,tinyllama,59,urgent,"response:
catgoeries: urgent",True,96.22,43.12
E2-accuracy,device3,tinyllama,60,urgent,"response:
the email is classified as a",False,95.28,44.59
E2-accuracy,device3,tinyllama,61,inquiry,"response:
category: complaint

thank",False,94.96,43.83
E2-accuracy,device3,tinyllama,62,inquiry,"response:
the email is classified as a",False,95.96,44.24
E2-accuracy,device3,tinyllama,63,complaint,"response:
the email is a complaint",True,94.4,45.3
E2-accuracy,device3,tinyllama,64,complaint,"response:
the email is classified as an",False,94.31,45.49
E2-accuracy,device3,tinyllama,65,feedback,"response:
thank you for your feedback we",True,93.84,45.47
E2-accuracy,device3,tinyllama,66,feedback,"response:
the email has been classified as",False,95.73,42.7
E2-accuracy,device3,tinyllama,67,spam,"response:
the email has been classified as",False,92.99,46.27
E2-accuracy,device3,tinyllama,68,spam,response: thank you for your email the information,False,93.15,45.34
E2-accuracy,device3,tinyllama,69,urgent,"response:
catgoer: urgent!",True,96.15,43.95
E2-accuracy,device3,tinyllama,70,urgent,"response:
categoary: complaint",False,93.9,45.17
E2-accuracy,device3,tinyllama,71,inquiry,"response:
yes we accept both contactless",False,94.81,43.72
E2-accuracy,device3,tinyllama,72,inquiry,"response:
based on the provided email",False,95.09,44.3
E2-accuracy,device3,tinyllama,73,complaint,"response:
the email has been classified as",False,96.15,42.82
E2-accuracy,device3,tinyllama,74,complaint,"response:
the email is classified as an",False,95.74,43.43
E2-accuracy,device3,tinyllama,75,feedback,"response:
category: complaint

thank",False,96.27,42.16
E2-accuracy,device3,tinyllama,76,feedback,"response:
thank you for providing us with this",False,92.04,47.26
E2-accuracy,device3,tinyllama,77,spam,"response:
categoary: inquiry",False,94.63,45.01
E2-accuracy,device3,tinyllama,78,spam,"response:
the email has been classified as",False,93.22,45.3
E2-accuracy,device3,tinyllama,79,urgent,"response:
categoory: urgent",True,93.95,44.93
E2-accuracy,device3,tinyllama,80,urgent,"response:
categoary: urgent",True,93.52,45.04
E2-accuracy,device3,tinyllama,81,inquiry,"response:
yes our restaurant caters for",False,94.55,43.56
E2-accuracy,device3,tinyllama,82,inquiry,"response:
category: complaint

thank",False,95.43,44.14
E2-accuracy,device3,tinyllama,83,complaint,"response:
category: complaint

thank",True,95.3,44.23
E2-accuracy,device3,tinyllama,84,complaint,"response:
the furniture you received is class",False,95.87,43.46
E2-accuracy,device3,tinyllama,85,feedback,"response:
category: inquiry",False,95.09,43.7
E2-accuracy,device3,tinyllama,86,feedback,"response:
the email you sent contains information about",False,94.72,44.8
E2-accuracy,device3,tinyllama,87,spam,"response:
categoary: ""inqu",False,94.62,43.89
E2-accuracy,device3,tinyllama,88,spam,"response:
category: complaint

thank",False,94.37,45.1
E2-accuracy,device3,tinyllama,89,urgent,"response:
catgoer: urgent:",True,93.62,45.2
E2-accuracy,device3,tinyllama,90,urgent,"response:
categoary: inquiry",False,95.28,43.1
E2-accuracy,device3,tinyllama,91,inquiry,"response:
yes based on the provided information",False,93.54,45.27
E2-accuracy,device3,tinyllama,92,inquiry,"response:
yes we do have a student",False,94.47,45.11
E2-accuracy,device3,tinyllama,93,complaint,"response:
the email has been classified as",False,94.48,44.02
E2-accuracy,device3,tinyllama,94,complaint,"response:
category: complaint

thank",True,96.03,42.53
E2-accuracy,device3,tinyllama,95,feedback,"response:
thank you for your email! the",False,95.56,42.95
E2-accuracy,device3,tinyllama,96,feedback,"response: ""inquiry""",False,76.12,44.73
E2-accuracy,device3,tinyllama,97,spam,"response:
categoary: inquiry",False,95.01,44.96
E2-accuracy,device3,tinyllama,98,spam,"response:
category: inquiry",False,94.68,44.64
E2-accuracy,device3,tinyllama,99,urgent,"response:
catgoeries: inquiry",False,94.69,45.26
E2-accuracy,device3,tinyllama,100,urgent,"response:
category: urgent

lock",True,92.27,47.61
E2-accuracy,device3,phi3:mini,1,inquiry,inquiry,True,0.95,3074.23
E2-accuracy,device3,phi3:mini,2,inquiry,inquiry,True,16.46,91.76
E2-accuracy,device3,phi3:mini,3,inquiry,inquiry,True,15.69,96.72
E2-accuracy,device3,phi3:mini,4,inquiry,inquiry,True,16.76,89.01
E2-accuracy,device3,phi3:mini,5,inquiry,inquiry,True,16.42,91.83
E2-accuracy,device3,phi3:mini,6,inquiry,inquiry,True,16.28,89.61
E2-accuracy,device3,phi3:mini,7,inquiry,inquiry,True,16.41,90.47
E2-accuracy,device3,phi3:mini,8,inquiry,urgent,False,12.57,92.33
E2-accuracy,device3,phi3:mini,9,inquiry,inquiry,True,16.63,89.46
E2-accuracy,device3,phi3:mini,10,inquiry,inquiry,True,16.46,88.8
E2-accuracy,device3,phi3:mini,11,complaint,complaint,True,16.76,88.84
E2-accuracy,device3,phi3:mini,12,complaint,complaint,True,16.58,89.38
E2-accuracy,device3,phi3:mini,13,complaint,complaint,True,15.57,100.75
E2-accuracy,device3,phi3:mini,14,complaint,complaint,True,16.57,91.93
E2-accuracy,device3,phi3:mini,15,complaint,complaint,True,16.46,91.02
E2-accuracy,device3,phi3:mini,16,complaint,complaint,True,16.29,93.01
E2-accuracy,device3,phi3:mini,17,complaint,complaint,True,15.69,100.42
E2-accuracy,device3,phi3:mini,18,complaint,complaint,True,16.21,92.17
E2-accuracy,device3,phi3:mini,19,complaint,complaint,True,15.87,98.84
E2-accuracy,device3,phi3:mini,20,complaint,complaint,True,16.48,91.2
E2-accuracy,device3,phi3:mini,21,feedback,feedback,True,13.29,90.23
E2-accuracy,device3,phi3:mini,22,feedback,feedback,True,13.4,89.08
E2-accuracy,device3,phi3:mini,23,feedback,feedback,True,13.32,89.07
E2-accuracy,device3,phi3:mini,24,feedback,feedback,True,13.44,88.93
E2-accuracy,device3,phi3:mini,25,feedback,feedback,True,13.24,90.82
E2-accuracy,device3,phi3:mini,26,feedback,complaint,False,16.26,91.0
E2-accuracy,device3,phi3:mini,27,feedback,feedback,True,13.29,90.06
E2-accuracy,device3,phi3:mini,28,feedback,complaint,False,16.66,88.85
E2-accuracy,device3,phi3:mini,29,feedback,feedback,True,13.32,90.79
E2-accuracy,device3,phi3:mini,30,feedback,complaint,False,8.71,254.83
E2-accuracy,device3,phi3:mini,31,spam,spam,True,12.75,94.48
E2-accuracy,device3,phi3:mini,32,spam,spam,True,12.48,99.84
E2-accuracy,device3,phi3:mini,33,spam,spam,True,13.17,90.26
E2-accuracy,device3,phi3:mini,34,spam,spam,True,13.02,94.36
E2-accuracy,device3,phi3:mini,35,spam,spam,True,13.13,92.86
E2-accuracy,device3,phi3:mini,36,spam,spam,True,12.86,95.2
E2-accuracy,device3,phi3:mini,37,spam,spam,True,13.07,93.2
E2-accuracy,device3,phi3:mini,38,spam,spam,True,13.1,92.06
E2-accuracy,device3,phi3:mini,39,spam,spam,True,12.67,98.2
E2-accuracy,device3,phi3:mini,40,spam,spam,True,12.94,94.15
E2-accuracy,device3,phi3:mini,41,urgent,urgent,True,13.13,91.83
E2-accuracy,device3,phi3:mini,42,urgent,urgent,True,13.26,90.4
E2-accuracy,device3,phi3:mini,43,urgent,urgent,True,13.03,93.53
E2-accuracy,device3,phi3:mini,44,urgent,urgent,True,12.86,95.1
E2-accuracy,device3,phi3:mini,45,urgent,urgent,True,13.14,92.55
E2-accuracy,device3,phi3:mini,46,urgent,urgent,True,12.78,98.04
E2-accuracy,device3,phi3:mini,47,urgent,complaint,False,16.61,91.28
E2-accuracy,device3,phi3:mini,48,urgent,urgent,True,12.73,95.07
E2-accuracy,device3,phi3:mini,49,urgent,urgent,True,13.24,91.33
E2-accuracy,device3,phi3:mini,50,urgent,urgent,True,13.24,90.1
E2-accuracy,device3,phi3:mini,51,inquiry,inquiry,True,16.07,95.22
E2-accuracy,device3,phi3:mini,52,inquiry,inquiry,True,9.37,230.63
E2-accuracy,device3,phi3:mini,53,complaint,complaint,True,16.21,93.53
E2-accuracy,device3,phi3:mini,54,complaint,complaint,True,16.43,92.68
E2-accuracy,device3,phi3:mini,55,feedback,inquiry,False,16.56,89.76
E2-accuracy,device3,phi3:mini,56,feedback,feedback,True,13.16,90.91
E2-accuracy,device3,phi3:mini,57,spam,spam,True,12.17,104.53
E2-accuracy,device3,phi3:mini,58,spam,spam,True,12.41,97.97
E2-accuracy,device3,phi3:mini,59,urgent,urgent,True,12.63,98.02
E2-accuracy,device3,phi3:mini,60,urgent,urgent,True,12.76,96.36
E2-accuracy,device3,phi3:mini,61,inquiry,inquiry,True,16.5,90.89
E2-accuracy,device3,phi3:mini,62,inquiry,inquiry,True,16.67,90.21
E2-accuracy,device3,phi3:mini,63,complaint,complaint,True,15.32,103.94
E2-accuracy,device3,phi3:mini,64,complaint,complaint,True,15.98,97.11
E2-accuracy,device3,phi3:mini,65,feedback,feedback,True,12.82,95.47
E2-accuracy,device3,phi3:mini,66,feedback,feedback,True,13.36,89.02
E2-accuracy,device3,phi3:mini,67,spam,spam,True,12.66,96.25
E2-accuracy,device3,phi3:mini,68,spam,spam,True,13.07,91.09
E2-accuracy,device3,phi3:mini,69,urgent,urgent,True,12.84,92.92
E2-accuracy,device3,phi3:mini,70,urgent,urgent,True,12.9,94.87
E2-accuracy,device3,phi3:mini,71,inquiry,inquiry,True,16.4,92.18
E2-accuracy,device3,phi3:mini,72,inquiry,inquiry,True,16.78,88.54
E2-accuracy,device3,phi3:mini,73,complaint,complaint,True,16.44,90.9
E2-accuracy,device3,phi3:mini,74,complaint,complaint,True,16.61,90.36
E2-accuracy,device3,phi3:mini,75,feedback,feedback,True,12.86,95.84
E2-accuracy,device3,phi3:mini,76,feedback,complaint,False,16.36,91.82
E2-accuracy,device3,phi3:mini,77,spam,spam,True,12.69,96.5
E2-accuracy,device3,phi3:mini,78,spam,urgent,False,12.83,93.3
E2-accuracy,device3,phi3:mini,79,urgent,urgent,True,13.06,93.28
E2-accuracy,device3,phi3:mini,80,urgent,urgent,True,13.19,91.17
E2-accuracy,device3,phi3:mini,81,inquiry,inquiry,True,15.42,97.24
E2-accuracy,device3,phi3:mini,82,inquiry,inquiry,True,15.89,99.16
E2-accuracy,device3,phi3:mini,83,complaint,complaint,True,16.52,90.37
E2-accuracy,device3,phi3:mini,84,complaint,complaint,True,16.38,90.61
E2-accuracy,device3,phi3:mini,85,feedback,feedback,True,13.16,90.97
E2-accuracy,device3,phi3:mini,86,feedback,feedback,True,12.56,98.7
E2-accuracy,device3,phi3:mini,87,spam,spam,True,13.08,92.08
E2-accuracy,device3,phi3:mini,88,spam,spam,True,12.52,94.93
E2-accuracy,device3,phi3:mini,89,urgent,urgent,True,13.31,90.54
E2-accuracy,device3,phi3:mini,90,urgent,urgent,True,13.25,90.5
E2-accuracy,device3,phi3:mini,91,inquiry,complaint,False,15.98,97.41
E2-accuracy,device3,phi3:mini,92,inquiry,inquiry,True,16.63,90.2
E2-accuracy,device3,phi3:mini,93,complaint,complaint,True,16.71,88.76
E2-accuracy,device3,phi3:mini,94,complaint,complaint,True,16.38,93.04
E2-accuracy,device3,phi3:mini,95,feedback,complaint,False,16.1,93.62
E2-accuracy,device3,phi3:mini,96,feedback,feedback,True,12.85,96.42
E2-accuracy,device3,phi3:mini,97,spam,spam,True,12.88,94.73
E2-accuracy,device3,phi3:mini,98,spam,spam,True,12.52,100.56
E2-accuracy,device3,phi3:mini,99,urgent,urgent,True,12.98,93.75
E2-accuracy,device3,phi3:mini,100,urgent,urgent,True,13.06,93.07
E2-accuracy,device3,qwen2.5:3b,1,inquiry,inquiry,True,0.62,3187.76
E2-accuracy,device3,qwen2.5:3b,2,inquiry,inquiry,True,11.14,136.29
E2-accuracy,device3,qwen2.5:3b,3,inquiry,inquiry,True,11.16,136.45
E2-accuracy,device3,qwen2.5:3b,4,inquiry,inquiry,True,11.29,134.62
E2-accuracy,device3,qwen2.5:3b,5,inquiry,inquiry,True,11.06,138.73
E2-accuracy,device3,qwen2.5:3b,6,inquiry,inquiry,True,11.83,127.14
E2-accuracy,device3,qwen2.5:3b,7,inquiry,inquiry,True,11.67,129.36
E2-accuracy,device3,qwen2.5:3b,8,inquiry,complaint,False,11.79,127.0
E2-accuracy,device3,qwen2.5:3b,9,inquiry,inquiry,True,11.59,130.69
E2-accuracy,device3,qwen2.5:3b,10,inquiry,inquiry,True,11.31,134.66
E2-accuracy,device3,qwen2.5:3b,11,complaint,complaint,True,11.35,134.01
E2-accuracy,device3,qwen2.5:3b,12,complaint,complaint,True,11.31,134.85
E2-accuracy,device3,qwen2.5:3b,13,complaint,complaint,True,11.22,135.81
E2-accuracy,device3,qwen2.5:3b,14,complaint,complaint,True,11.51,131.06
E2-accuracy,device3,qwen2.5:3b,15,complaint,complaint,True,11.98,125.55
E2-accuracy,device3,qwen2.5:3b,16,complaint,complaint,True,11.79,127.3
E2-accuracy,device3,qwen2.5:3b,17,complaint,complaint,True,11.33,134.59
E2-accuracy,device3,qwen2.5:3b,18,complaint,complaint,True,11.34,133.79
E2-accuracy,device3,qwen2.5:3b,19,complaint,complaint,True,11.13,137.29
E2-accuracy,device3,qwen2.5:3b,20,complaint,complaint,True,10.75,144.12
E2-accuracy,device3,qwen2.5:3b,21,feedback,feedback,True,6.44,132.84
E2-accuracy,device3,qwen2.5:3b,22,feedback,feedback,True,6.44,132.49
E2-accuracy,device3,qwen2.5:3b,23,feedback,feedback,True,6.48,131.81
E2-accuracy,device3,qwen2.5:3b,24,feedback,feedback,True,6.49,131.55
E2-accuracy,device3,qwen2.5:3b,25,feedback,feedback,True,6.39,133.46
E2-accuracy,device3,qwen2.5:3b,26,feedback,complaint,False,11.2,136.41
E2-accuracy,device3,qwen2.5:3b,27,feedback,feedback,True,6.29,136.48
E2-accuracy,device3,qwen2.5:3b,28,feedback,complaint,False,11.37,133.7
E2-accuracy,device3,qwen2.5:3b,29,feedback,feedback,True,6.54,130.55
E2-accuracy,device3,qwen2.5:3b,30,feedback,feedback,True,6.63,128.36
E2-accuracy,device3,qwen2.5:3b,31,spam,spam,True,6.45,132.8
E2-accuracy,device3,qwen2.5:3b,32,spam,urgent,False,14.31,146.87
E2-accuracy,device3,qwen2.5:3b,33,spam,spam,True,6.34,135.53
E2-accuracy,device3,qwen2.5:3b,34,spam,spam,True,6.35,135.02
E2-accuracy,device3,qwen2.5:3b,35,spam,spam,True,6.46,131.92
E2-accuracy,device3,qwen2.5:3b,36,spam,spam,True,6.59,129.57
E2-accuracy,device3,qwen2.5:3b,37,spam,complaint,False,11.3,135.06
E2-accuracy,device3,qwen2.5:3b,38,spam,spam,True,6.26,136.98
E2-accuracy,device3,qwen2.5:3b,39,spam,complaint,False,11.21,136.31
E2-accuracy,device3,qwen2.5:3b,40,spam,spam,True,6.38,134.62
E2-accuracy,device3,qwen2.5:3b,41,urgent,urgent,True,6.51,131.15
E2-accuracy,device3,qwen2.5:3b,42,urgent,complaint,False,11.58,130.41
E2-accuracy,device3,qwen2.5:3b,43,urgent,urgent,True,6.23,137.28
E2-accuracy,device3,qwen2.5:3b,44,urgent,urgent,True,6.37,134.87
E2-accuracy,device3,qwen2.5:3b,45,urgent,complaint,False,11.57,130.72
E2-accuracy,device3,qwen2.5:3b,46,urgent,urgent,True,6.65,128.13
E2-accuracy,device3,qwen2.5:3b,47,urgent,complaint,False,11.84,127.37
E2-accuracy,device3,qwen2.5:3b,48,urgent,complaint,False,11.58,131.03
E2-accuracy,device3,qwen2.5:3b,49,urgent,urgent,True,6.21,138.25
E2-accuracy,device3,qwen2.5:3b,50,urgent,urgent,True,6.35,135.38
E2-accuracy,device3,qwen2.5:3b,51,inquiry,inquiry,True,11.54,131.47
E2-accuracy,device3,qwen2.5:3b,52,inquiry,inquiry,True,11.44,132.71
E2-accuracy,device3,qwen2.5:3b,53,complaint,complaint,True,11.43,132.91
E2-accuracy,device3,qwen2.5:3b,54,complaint,complaint,True,11.26,135.77
E2-accuracy,device3,qwen2.5:3b,55,feedback,feedback,True,6.14,140.15
E2-accuracy,device3,qwen2.5:3b,56,feedback,feedback,True,6.48,131.88
E2-accuracy,device3,qwen2.5:3b,57,spam,spam,True,6.35,135.17
E2-accuracy,device3,qwen2.5:3b,58,spam,complaint,False,11.12,137.75
E2-accuracy,device3,qwen2.5:3b,59,urgent,urgent,True,6.55,130.61
E2-accuracy,device3,qwen2.5:3b,60,urgent,complaint,False,11.19,136.87
E2-accuracy,device3,qwen2.5:3b,61,inquiry,inquiry,True,11.33,135.07
E2-accuracy,device3,qwen2.5:3b,62,inquiry,inquiry,True,11.37,133.84
E2-accuracy,device3,qwen2.5:3b,63,complaint,complaint,True,11.72,128.59
E2-accuracy,device3,qwen2.5:3b,64,complaint,complaint,True,11.54,131.34
E2-accuracy,device3,qwen2.5:3b,65,feedback,feedback,True,6.55,130.02
E2-accuracy,device3,qwen2.5:3b,66,feedback,complaint,False,11.83,127.34
E2-accuracy,device3,qwen2.5:3b,67,spam,spam,True,6.35,134.83
E2-accuracy,device3,qwen2.5:3b,68,spam,spam,True,6.43,133.19
E2-accuracy,device3,qwen2.5:3b,69,urgent,urgent,True,6.14,140.52
E2-accuracy,device3,qwen2.5:3b,70,urgent,urgent,True,6.41,134.08
E2-accuracy,device3,qwen2.5:3b,71,inquiry,inquiry,True,11.38,134.14
E2-accuracy,device3,qwen2.5:3b,72,inquiry,inquiry,True,11.73,128.39
E2-accuracy,device3,qwen2.5:3b,73,complaint,complaint,True,11.29,134.63
E2-accuracy,device3,qwen2.5:3b,74,complaint,complaint,True,11.67,129.72
E2-accuracy,device3,qwen2.5:3b,75,feedback,feedback,True,6.45,132.74
E2-accuracy,device3,qwen2.5:3b,76,feedback,complaint,False,11.12,138.38
E2-accuracy,device3,qwen2.5:3b,77,spam,spam,True,6.52,130.93
E2-accuracy,device3,qwen2.5:3b,78,spam,complaint,False,11.59,130.36
E2-accuracy,device3,qwen2.5:3b,79,urgent,urgent,True,6.3,136.63
E2-accuracy,device3,qwen2.5:3b,80,urgent,complaint,False,11.39,133.73
E2-accuracy,device3,qwen2.5:3b,81,inquiry,inquiry,True,11.43,132.42
E2-accuracy,device3,qwen2.5:3b,82,inquiry,inquiry,True,11.18,136.84
E2-accuracy,device3,qwen2.5:3b,83,complaint,complaint,True,11.48,131.96
E2-accuracy,device3,qwen2.5:3b,84,complaint,complaint,True,11.21,135.61
E2-accuracy,device3,qwen2.5:3b,85,feedback,feedback,True,6.34,135.19
E2-accuracy,device3,qwen2.5:3b,86,feedback,feedback,True,6.4,133.81
E2-accuracy,device3,qwen2.5:3b,87,spam,spam,True,6.53,131.16
E2-accuracy,device3,qwen2.5:3b,88,spam,spam,True,6.41,133.93
E2-accuracy,device3,qwen2.5:3b,89,urgent,urgent,True,6.54,130.76
E2-accuracy,device3,qwen2.5:3b,90,urgent,urgent,True,6.73,126.31
E2-accuracy,device3,qwen2.5:3b,91,inquiry,complaint,False,11.18,135.94
E2-accuracy,device3,qwen2.5:3b,92,inquiry,inquiry,True,11.48,132.41
E2-accuracy,device3,qwen2.5:3b,93,complaint,complaint,True,11.66,129.81
E2-accuracy,device3,qwen2.5:3b,94,complaint,complaint,True,11.59,130.15
E2-accuracy,device3,qwen2.5:3b,95,feedback,complaint,False,11.1,137.38
E2-accuracy,device3,qwen2.5:3b,96,feedback,feedback,True,6.63,128.65
E2-accuracy,device3,qwen2.5:3b,97,spam,spam,True,6.38,134.12
E2-accuracy,device3,qwen2.5:3b,98,spam,spam,True,6.26,137.2
E2-accuracy,device3,qwen2.5:3b,99,urgent,urgent,True,6.18,139.4
E2-accuracy,device3,qwen2.5:3b,100,urgent,urgent,True,6.46,131.99
E2-accuracy,device3,mistral:7b,1,inquiry,,False,0.0,11616.44
E2-accuracy,device3,mistral:7b,2,inquiry,,False,0.0,9090.33
E2-accuracy,device3,mistral:7b,3,inquiry,,False,0.0,10124.76
E2-accuracy,device3,mistral:7b,4,inquiry,,False,0.0,9885.07
E2-accuracy,device3,mistral:7b,5,inquiry,,False,0.0,10881.68
E2-accuracy,device3,mistral:7b,6,inquiry,,False,0.0,9113.23
E2-accuracy,device3,mistral:7b,7,inquiry,,False,0.0,8641.87
E2-accuracy,device3,mistral:7b,8,inquiry,,False,0.0,9198.06
E2-accuracy,device3,mistral:7b,9,inquiry,,False,0.0,10879.67
E2-accuracy,device3,mistral:7b,10,inquiry,,False,0.0,9842.98
E2-accuracy,device3,mistral:7b,11,complaint,,False,0.0,9127.79
E2-accuracy,device3,mistral:7b,12,complaint,,False,0.0,9116.55
E2-accuracy,device3,mistral:7b,13,complaint,,False,0.0,10894.24
E2-accuracy,device3,mistral:7b,14,complaint,,False,0.0,9116.89
E2-accuracy,device3,mistral:7b,15,complaint,,False,0.0,9858.23
E2-accuracy,device3,mistral:7b,16,complaint,,False,0.0,9091.31
E2-accuracy,device3,mistral:7b,17,complaint,,False,0.0,9078.4
E2-accuracy,device3,mistral:7b,18,complaint,,False,0.0,9104.2
E2-accuracy,device3,mistral:7b,19,complaint,,False,0.0,9073.65
E2-accuracy,device3,mistral:7b,20,complaint,,False,0.0,10883.18
E2-accuracy,device3,mistral:7b,21,feedback,,False,0.0,9144.2
E2-accuracy,device3,mistral:7b,22,feedback,,False,0.0,9099.27
E2-accuracy,device3,mistral:7b,23,feedback,,False,0.0,10910.22
E2-accuracy,device3,mistral:7b,24,feedback,,False,0.0,11854.07
E2-accuracy,device3,mistral:7b,25,feedback,,False,0.0,11826.75
E2-accuracy,device3,mistral:7b,26,feedback,,False,0.0,9848.7
E2-accuracy,device3,mistral:7b,27,feedback,,False,0.0,11822.15
E2-accuracy,device3,mistral:7b,28,feedback,,False,0.0,9027.66
E2-accuracy,device3,mistral:7b,29,feedback,,False,0.0,9083.71
E2-accuracy,device3,mistral:7b,30,feedback,,False,0.0,9109.25
E2-accuracy,device3,mistral:7b,31,spam,,False,0.0,11958.77
E2-accuracy,device3,mistral:7b,32,spam,,False,0.0,9869.7
E2-accuracy,device3,mistral:7b,33,spam,,False,0.0,12148.18
E2-accuracy,device3,mistral:7b,34,spam,,False,0.0,8732.93
E2-accuracy,device3,mistral:7b,35,spam,,False,0.0,9085.25
E2-accuracy,device3,mistral:7b,36,spam,spam,True,0.32,6106.97
E2-accuracy,device3,mistral:7b,37,spam,spam,True,4.87,268.73
E2-accuracy,device3,mistral:7b,38,spam,spam,True,4.89,265.81
E2-accuracy,device3,mistral:7b,39,spam,spam,True,4.52,301.49
