experiment,device,model,run,total_time_s,ttft_ms,tokens,tokens_per_sec,peak_ram_mb,avg_cpu_pct,load_time_s,initial_error_type,recovery_attempted,recovery_successful,actual_output
E4,device2,phi3:mini,13,43.2339,5497.66,239,5.53,3466.2,51.5,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,14,43.649,5572.91,239,5.48,3468.3,51.5,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,15,44.5812,5711.92,239,5.36,3466.7,51.6,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,16,44.3095,5668.38,239,5.39,3469.2,51.7,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,17,44.1094,5743.81,239,5.42,3467.2,51.5,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,18,45.0835,7145.72,239,5.3,3464.7,51.6,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,19,42.3184,5484.81,239,5.65,3467.3,51.3,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,20,43.2511,5544.61,239,5.53,3474.9,51.6,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,21,45.0644,5568.87,239,5.3,3474.8,51.2,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,22,42.9,5545.07,239,5.57,3471.8,51.8,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,23,45.0075,5544.34,239,5.31,3468.3,51.5,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,24,43.8842,5752.89,239,5.45,3471.1,51.6,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,25,44.4153,5601.91,239,5.38,3484.5,52.6,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,26,44.1701,5831.57,239,5.41,3470.0,51.6,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,27,43.6978,5673.69,239,5.47,3473.9,51.7,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,28,46.5005,5752.87,239,5.14,3472.6,51.6,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,29,42.2714,6103.26,239,5.65,3472.3,51.4,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,phi3:mini,30,42.564,4730.8,239,5.62,3468.2,51.4,22.71,Calculation Error,True,False,"```json  {    ""subtotal"": 843.75,    ""tax_amount"": 52.734375,    ""coupon"": -25,    ""final_total"": 769.084375  }  ```  To calculate the subtotal: $112.50 * 7 = $787.50 (rounded to two decimal places). Then apply a tax of 6.25% on this amount, which is approximately $52.734375 ($787.50 * 0.06"
E4,device2,mistral:7b,1,125.9485,39394.64,241,1.91,5267.5,46.6,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,2,75.6972,10939.53,241,3.18,5056.9,51.7,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,3,69.0289,8953.22,241,3.49,5054.8,51.7,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,4,73.9861,11056.84,241,3.26,5057.4,51.9,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,5,76.4003,9109.8,241,3.15,5056.6,52.4,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,6,77.2986,13015.31,241,3.12,5064.0,51.7,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,7,62.4714,10122.84,241,3.86,5067.3,51.8,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,8,55.2117,8318.08,241,4.37,5073.1,51.7,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,9,54.782,7960.11,241,4.4,5070.3,51.6,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,10,56.843,8531.81,241,4.24,5073.2,51.8,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,11,58.139,8895.47,241,4.15,5073.0,52.1,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,12,81.2079,9165.33,241,2.97,5075.2,52.0,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,13,72.0675,11798.51,241,3.34,5074.0,52.0,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,14,54.1603,9093.26,241,4.45,5072.8,51.8,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,15,53.8604,8300.76,241,4.47,5075.2,51.7,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,16,54.5268,8016.56,241,4.42,5072.9,51.6,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,17,55.745,8289.19,241,4.32,5077.0,51.5,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,18,58.8727,8638.14,241,4.09,5076.6,51.9,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,19,63.4257,9602.63,241,3.8,5077.3,52.0,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,20,67.2199,10720.48,241,3.59,5077.0,51.7,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,21,54.5233,10338.51,241,4.42,5070.4,51.9,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,22,52.7597,7984.21,241,4.57,5076.1,52.0,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,23,54.2002,8041.35,241,4.45,5075.6,51.7,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,24,55.529,8389.23,241,4.34,5076.6,52.1,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,25,59.3358,8868.77,241,4.06,5080.5,53.1,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,26,62.047,9279.09,241,3.88,5080.2,52.1,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,27,67.1273,10169.85,241,3.59,5081.4,52.1,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,28,63.0782,10494.44,241,3.82,5080.8,51.9,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,29,51.9874,7593.46,241,4.64,5082.0,51.7,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
E4,device2,mistral:7b,30,54.5513,8243.43,241,4.42,5075.1,51.5,16.62,Calculation Error,True,False,"{  ""subtotal"": 790,  ""tax_amount"": 48.75,  ""coupon"": -25,  ""final_total"": 736.25 }  Here's the calculation: - Subtotal: 7 units * $112.50 = $790 - Tax amount: $790 * 0.0625 = $48.75 - Coupon: -$25 (since it's a deduction) - Final total: Subtotal + Tax amount - Coupon = $736.25"
